Diet	Virgin	Development	Sex	Size
Honey agar diet and water	Mated	25.00	Female	1.55
Honey agar diet and water	Mated	26.00	Male	1.50
Honey agar diet and water	Mated	27.00	Female	1.55
Honey agar diet and water	Mated	28.00	Female	1.55
Honey agar diet and water	Mated	25.00	Female	1.60
Honey agar diet and water	Mated	28.00	Female	1.50
Honey agar diet and water	Mated	29.00	Female	1.50
Honey agar diet and water	Mated	31.00	Female	1.70
Honey agar diet and water	Mated	31.00	Female	1.45
Honey agar diet and water	Mated	30.00	Female	1.45
Honey agar diet and water	Mated	30.00	Female	1.40
Honey agar diet and water	Mated	31.00	Female	1.55
Honey agar diet and water	Mated	31.00	Female	1.50
Honey agar diet and water	Mated	31.00	Female	1.50
Honey agar diet and water	Mated	28.00	Male	1.35
Honey agar diet and water	Mated	29.00	Male	1.40
Honey agar diet and water	Mated	31.00	Female	1.55
Honey agar diet and water	Mated	31.00	Female	1.45
Honey agar diet and water	Mated	26.00	Male	1.50
Honey agar diet and water	Mated	28.00	Male	1.30
Honey agar diet and water	Mated	28.00	Male	1.30
Honey agar diet and water	Mated	28.00	Female	1.40
Honey agar diet and water	Mated	29.00	Female	1.45
Honey agar diet and water	Mated	31.00	Female	1.50
Honey agar diet and water	Mated	31.00	Female	1.50
Honey agar diet and water	Mated	31.00	Female	1.35
Honey agar diet and water	Mated	26.00	Male	1.25
Honey agar diet and water	Mated	26.00	Male	1.40
Honey agar diet and water	Mated	28.00	Male	1.35
Honey agar diet and water	Mated	28.00	Male	1.40
Honey agar diet and water	Mated	26.00	Female	1.35
Honey agar diet and water	Mated	29.00	Female	1.45
Honey agar diet and water	Mated	28.00	Female	1.40
Honey agar diet and water	Mated	30.00	Female	1.40
Honey agar diet and water	Mated	30.00	Female	1.50
Honey agar diet and water	Mated	31.00	Female	1.45
Honey agar diet and water	Mated	31.00	Female	1.50
Honey agar diet and water	Mated	31.00	Female	1.35
Honey agar diet and water	Mated	30.00	Female	1.45
Honey agar diet and water	Mated	30.00	Female	1.45
Honey agar diet and water	Mated	30.00	Female	1.40
Honey agar diet and water	Mated	31.00	Female	1.55
Honey agar diet and water	Mated	28.00	Male	1.40
Honey agar diet and water	Mated	29.00	Male	1.55
Honey agar diet and water	Mated	29.00	Male	1.45
Honey agar diet and water	Mated	30.00	Female	1.70
Honey agar diet and water	Mated	30.00	Female	1.40
Honey agar diet and water	Mated	30.00	Female	1.30
Honey agar diet and water	Mated	29.00	Female	1.25
Honey agar diet and water	Mated	29.00	Female	1.45
Honey agar diet and water	Mated	30.00	Female	1.25
Honey agar diet and water	Mated	30.00	Female	1.50
Honey agar diet and water	Mated	30.00	Female	1.45
Honey agar diet and water	Mated	28.00	Male	1.20
Honey agar diet and water	Mated	28.00	Male	1.40
Honey agar diet and water	Mated	28.00	Male	1.30
Honey agar diet and water	Mated	28.00	Male	1.30
Honey agar diet and water	Mated	27.00	Male	1.50
Honey agar diet and water	Mated	27.00	Male	1.40
Honey agar diet and water	Mated	29.00	Female	1.60
Honey agar diet and water	Mated	29.00	Female	1.45
Honey agar diet and water	Mated	29.00	Female	1.35
Honey agar diet and water	Mated	30.00	Female	1.45
Honey agar diet and water	Mated	30.00	Female	1.30
Honey agar diet and water	Mated	26.00	Male	1.40
Honey agar diet and water	Mated	29.00	Female	1.35
Honey agar diet and water	Mated	29.00	Female	1.35
Honey agar diet and water	Mated	30.00	Female	1.50
Honey agar diet and water	Mated	30.00	Female	1.20
Honey agar diet and water	Mated	30.00	Female	1.30
Honey agar diet and water	Mated	31.00	Female	1.30
Honey agar diet and water	Mated	31.00	Female	1.35
Honey agar diet and water	Mated	26.00	Male	1.20
Honey agar diet and water	Mated	27.00	Male	1.25
Honey agar diet and water	Mated	28.00	Male	1.40
Honey agar diet and water	Mated	28.00	Female	1.40
Honey agar diet and water	Mated	29.00	Male	1.30
Honey agar diet and water	Mated	29.00	Female	1.30
Honey agar diet and water	Mated	30.00	Female	1.35
Honey agar diet and water	Mated	30.00	Female	1.35
Honey agar diet and water	Mated	25.00	Male	1.20
Honey agar diet and water	Mated	25.00	Male	1.30
Honey agar diet and water	Mated	27.00	Female	1.35
Honey agar diet and water	Mated	28.00	Male	1.30
Honey agar diet and water	Mated	28.00	Female	1.40
Honey agar diet and water	Mated	28.00	Female	1.20
Honey agar diet and water	Mated	27.00	Male	1.35
Honey agar diet and water	Mated	27.00	Male	1.40
Honey agar diet and water	Mated	27.00	Male	1.55
Honey agar diet and water	Mated	27.00	Male	1.45
Honey agar diet and water	Mated	27.00	Male	1.20
Honey agar diet and water	Mated	26.00	Male	1.30
Honey agar diet and water	Mated	27.00	Female	1.55
Honey agar diet and water	Mated	27.00	Male	1.30
Honey agar diet and water	Mated	31.00	Female	1.35
Honey agar diet and water	Mated	28.00	Male	1.50
Honey agar diet and water	Mated	28.00	Male	1.50
Honey agar diet and water	Mated	27.00	Male	1.20
Honey agar diet and water	Mated	27.00	Male	1.30
Honey agar diet and water	Mated	28.00	Male	1.30
Honey agar diet and water	Mated	28.00	Male	1.25
Honey agar diet and water	Mated	28.00	Male	1.35
Honey agar diet and water	Mated	28.00	Male	1.40
Honey agar diet and water	Mated	25.00	Male	1.10
Honey agar diet and water	Mated	27.00	Male	1.45
Honey agar diet and water	Mated	27.00	Male	1.30
Honey agar diet and water	Mated	27.00	Male	1.30
Honey agar diet and water	Mated	30.00	Female	1.45
Honey agar diet and water	Mated	30.00	Female	1.30
Honey agar diet and water	Mated	30.00	Female	1.50
Honey agar diet and water	Mated	31.00	Female	1.55
Honey agar diet and water	Mated	31.00	Female	1.45
Honey agar diet and water	Mated	27.00	Male	0.90
Honey agar diet and water	Mated	27.00	Male	1.35
Honey agar diet and water	Mated	27.00	Male	1.40
Honey agar diet and water	Mated	27.00	Male	0.90
Honey agar diet and water	Mated	28.00	Male	1.00
Honey agar diet and water	Mated	30.00	Male	1.40
Honey agar diet and water	Mated	32.00	Female	1.40
Honey agar diet and water	Mated	32.00	Female	1.50
Honey agar diet and water	Mated	27.00	Male	1.15
Honey agar diet and water	Mated	27.00	Male	1.35
Honey agar diet and water	Mated	29.00	Male	1.25
Honey agar diet and water	Mated	29.00	Male	1.20
Honey agar diet and water	Mated	30.00	Female	1.40
Honey agar diet and water	Mated	30.00	Female	1.35
Honey agar diet and water	Mated	27.00	Male	1.15
Honey agar diet and water	Mated	27.00	Male	1.00
Honey agar diet and water	Mated	27.00	Male	1.10
Honey agar diet and water	Mated	28.00	Male	1.00
Honey agar diet and water	Mated	28.00	Male	1.20
Honey agar diet and water	Mated	28.00	Male	1.15
Honey agar diet and water	Mated	27.00	Male	1.00
Honey agar diet and water	Mated	27.00	Male	1.00
Honey agar diet and water	Mated	29.00	Female	1.20
Honey agar diet and water	Mated	29.00	Female	1.15
Honey agar diet and water	Mated	30.00	Female	1.15
Honey agar diet and water	Mated	26.00	Male	1.50
Honey agar diet and water	Mated	26.00	Male	1.20
Honey agar diet and water	Mated	26.00	Male	1.20
Honey agar diet and water	Mated	26.00	Male	1.30
Honey agar diet and water	Mated	26.00	Male	1.25
Honey agar diet and water	Mated	26.00	Male	1.20
Honey agar diet and water	Mated	26.00	Male	1.25
Honey agar diet and water	Mated	26.00	Male	1.15
Honey agar diet and water	Mated	27.00	Male	0.85
Honey agar diet and water	Mated	27.00	Male	1.20
Honey agar diet and water	Mated	26.00	Male	1.20
Honey agar diet and water	Mated	29.00	Female	1.25
Honey agar diet and water	Mated	30.00	Female	1.30
Honey agar diet and water	Mated	30.00	Female	1.20
Honey agar diet and water	Mated	30.00	Female	1.50
Honey agar diet and water	Mated	26.00	Male	1.05
Honey agar diet and water	Mated	27.00	Female	1.20
Honey agar diet and water	Mated	28.00	Female	1.25
Honey agar diet and water	Mated	28.00	Female	1.20
Honey agar diet and water	Mated	27.00	Male	1.20
Honey agar diet and water	Mated	27.00	Male	1.30
Honey agar diet and water	Mated	27.00	Male	1.20
Honey agar diet and water	Mated	29.00	Female	1.50
Honey agar diet and water	Mated	27.00	Male	1.50
Honey agar diet and water	Mated	28.00	Male	1.40
Honey agar diet and water	Mated	30.00	Female	1.55
Honey agar diet and water	Mated	30.00	Female	1.60
Honey agar diet and water	Mated	30.00	Female	1.55
Honey agar diet and water	Mated	29.00	Female	1.50
Honey agar diet and water	Mated	30.00	Female	1.50
Honey agar diet and water	Mated	30.00	Female	1.60
Honey agar diet and water	Mated	30.00	Female	1.55
Honey agar diet and water	Mated	28.00	Female	1.60
Honey agar diet and water	Mated	28.00	Female	1.55
Honey agar diet and water	Mated	28.00	Female	1.50
Honey agar diet and water	Mated	29.00	Female	1.40
Honey agar diet and water	Mated	29.00	Female	1.50
Honey agar diet and water	Mated	29.00	Female	1.50
Honey agar diet and water	Mated	26.00	Male	1.35
Honey agar diet and water	Mated	27.00	Male	1.40
Honey agar diet and water	Mated	27.00	Male	1.00
Honey agar diet and water	Mated	29.00	Female	1.40
Honey agar diet and water	Mated	30.00	Female	1.50
Honey agar diet and water	Mated	26.00	Male	1.15
Honey agar diet and water	Mated	27.00	Male	1.30
Honey agar diet and water	Mated	27.00	Male	1.05
Honey agar diet and water	Mated	27.00	Male	1.05
Honey agar diet and water	Mated	29.00	Female	1.40
Honey agar diet and water	Mated	26.00	Male	1.45
Honey agar diet and water	Mated	31.00	Female	1.55
Honey agar diet and water	Mated	32.00	Female	1.50
Honey agar diet and water	Mated	29.00	Female	1.50
Honey agar diet and water	Mated	30.00	Female	1.55
Honey agar diet and water	Mated	26.00	Male	1.00
Honey agar diet and water	Mated	27.00	Male	1.05
Honey agar diet and water	Mated	28.00	Male	1.00
Honey agar diet and water	Mated	28.00	Male	1.25
Honey agar diet and water	Mated	28.00	Male	1.15
Honey agar diet and water	Mated	30.00	Female	1.30
Honey agar diet and water	Mated	26.00	Male	1.40
Honey agar diet and water	Mated	27.00	Male	1.25
Honey agar diet and water	Mated	28.00	Female	1.60
Honey agar diet and water	Mated	28.00	Female	1.50
Honey agar diet and water	Mated	28.00	Female	1.35
Honey agar diet and water	Mated	29.00	Female	1.40
Honey agar diet and water	Mated	29.00	Female	1.35
Honey agar diet and water	Mated	29.00	Female	1.40
Honey agar diet and water	Mated	30.00	Female	1.55
Honey agar diet and water	Mated	25.00	Male	1.55
Honey agar diet and water	Mated	29.00	Female	1.50
Honey agar diet and water	Mated	29.00	Female	1.20
Honey agar diet and water	Mated	29.00	Female	1.30
Honey agar diet and water	Mated	29.00	Female	1.25
Honey agar diet and water	Mated	29.00	Female	1.40
Honey agar diet and water	Mated	31.00	Female	1.25
Honey agar diet and water	Mated	25.00	Male	1.15
Honey agar diet and water	Mated	26.00	Male	1.20
Honey agar diet and water	Mated	26.00	Male	1.30
Honey agar diet and water	Mated	28.00	Male	1.15
Honey agar diet and water	Mated	28.00	Female	1.30
Honey agar diet and water	Mated	28.00	Male	1.50
Honey agar diet and water	Mated	29.00	Female	1.40
Honey agar diet and water	Mated	29.00	Female	1.50
Honey agar diet and water	Mated	29.00	Female	1.30
Honey agar diet and water	Mated	30.00	Female	1.40
Honey agar diet and water	Mated	30.00	Female	1.40
Honey agar diet and water	Mated	31.00	Female	1.50
Honey agar diet and water	Mated	28.00	Male	1.40
Honey agar diet and water	Mated	28.00	Female	1.50
Honey agar diet and water	Mated	24.00	Male	1.30
Honey agar diet and water	Mated	26.00	Male	1.35
Honey agar diet and water	Mated	26.00	Male	1.35
Honey agar diet and water	Mated	28.00	Female	1.25
Honey agar diet and water	Mated	30.00	Female	1.30
Honey agar diet and water	Mated	24.00	Male	1.20
Honey agar diet and water	Mated	26.00	Male	1.15
Honey agar diet and water	Mated	26.00	Male	1.50
Honey agar diet and water	Mated	27.00	Male	1.40
Honey agar diet and water	Mated	26.00	Male	1.25
Honey agar diet and water	Mated	27.00	Male	1.30
Honey agar diet and water	Mated	28.00	Male	1.45
Honey agar diet and water	Mated	28.00	Male	1.25
Honey agar diet and water	Mated	31.00	Female	1.60
Honey agar diet and water	Mated	30.00	Female	1.55
Honey agar diet and water	Mated	30.00	Female	1.60
Honey agar diet and water	Mated	28.00	Female	1.25
Honey agar diet and water	Mated	28.00	Female	1.35
Honey agar diet and water	Mated	29.00	Female	1.30
Honey agar diet and water	Mated	29.00	Female	1.20
Honey agar diet and water	Mated	29.00	Female	1.40
Honey agar diet and water	Mated	30.00	Female	1.25
Honey agar diet and water	Mated	31.00	Female	1.30
Honey agar diet and water	Mated	31.00	Female	1.30
Honey agar diet and water	Mated	26.00	Male	1.40
Honey agar diet and water	Mated	26.00	Male	1.40
Honey agar diet and water	Mated	27.00	Female	1.35
Honey agar diet and water	Mated	27.00	Male	1.40
Honey agar diet and water	Mated	29.00	Female	1.65
Honey agar diet and water	Mated	30.00	Female	1.35
Honey agar diet and water	Mated	30.00	Female	1.30
Honey agar diet and water	Mated	31.00	Female	1.25
Honey agar diet and water	Mated	30.00	Female	1.40
Honey agar diet and water	Mated	30.00	Female	1.35
Honey agar diet and water	Mated	30.00	Female	1.50
Honey agar diet and water	Mated	30.00	Female	1.35
Honey agar diet and water	Mated	31.00	Female	1.55
Honey agar diet and water	Mated	31.00	Female	1.40
Honey agar diet and water	Mated	27.00	Male	1.55
Honey agar diet and water	Mated	27.00	Male	1.60
Honey agar diet and water	Mated	28.00	Male	1.55
Honey agar diet and water	Mated	28.00	Female	1.50
Honey agar diet and water	Mated	29.00	Female	1.45
Honey agar diet and water	Mated	30.00	Female	1.45
Honey agar diet and water	Mated	26.00	Male	1.60
Honey agar diet and water	Mated	26.00	Male	1.50
Honey agar diet and water	Mated	29.00	Male	1.45
Honey agar diet and water	Mated	30.00	Female	1.40
